Cód Produto;Descrição;CORRIGIDO
508000546;MASCARA BRANCA DESCARTAVEL;0508000546
508000557;LUVA MULTITATO EP;0508000557
508000558;LUVA MULTITATO P;0508000558
508000559;LUVA MULTITATO M;0508000559
508000560;LUVA MULTITATO G;0508000560
508000561;LUVA MULTITATO GG;0508000561
508000566;MASCARA 3 M 6200 COM FILTRO M;0508000566
508000573;BOTA IMPERMEAVEL CANO LONGO 34;0508000573
508000574;BOTA IMPERMEAVEL CANO LONGO 35;0508000574
508000575;BOTA IMPERMEAVEL CANO LONGO 40;0508000575
508000576;BOTA IMPERMEAVEL CANO LONGO 41;0508000576
508000577;BOTA IMPERMEAVEL CANO LONGO 42;0508000577
508000578;BOTA IMPERMEAVEL CANO LONGO43;0508000578
508000579;BOTA IMPERMEAVEL CANO LONGO 44;0508000579
508000580;BOTA IMPERMEAVEL CANO LONGO 45;0508000580
508000590;LUVA DESCARTAVEL PLASTICA;0508000590
508000595;MARLUVAS BOTINA ELASTICA N 38;0508000595
508000597;MARLUVAS BOTINA ELASTICA N 40;0508000597
508000598;MARLUVAS BOTINA ELASTICA N 41;0508000598
508000599;MARLUVAS BOTINA ELASTICA N 42;0508000599
508000600;MARLUVAS BOTINA ELASTICA N 43;0508000600
508000602;MARLUVAS BOTINA ELASTICA N 45;0508000602
508000605;PALMILHA N 35;0508000605
508000606;PALMILHA N 36;0508000606
508000608;MANGOTE EM LONA  COM AJUSTE DE;0508000608
508000631;PALMILHA N��� ;0508000631
508000634;PROTETOR SOLAR FATOR 60 1 LITR;0508000634
508000663;BOTA BICO PVC TAM. 50;0508000663
508000667;COLETE REFLETOR AMARELO XXG;0508000667
508000669;CALCA DE SEGURANCA NR-10 G;0508000669
508000671;LUVA VICSA ANTI CORTE FLEX P;0508000671
508000672;LUVA VICSA ANTI CORTE FLEX M;0508000672
508000673;LUVA VICSA ANTI CORTE FLEX G;0508000673
508000676;BOTA IMPERMEAVEL CANO LONGO 38;0508000676
508000693;LUVA VAQUETA CANO CURTO 9CM;0508000693
508000695;LUVA VAQUETA PUNHO 7CM;0508000695
508000696;LUVA MULTITATO EEG;0508000696
508000698;LUVA NEOPREME TAM. M;0508000698
508000699;BOTA IMPERMEAVEL CANO LONGO 37;0508000699
508000700;CALCADO SEG BICO COMPOSITE 50;0508000700
508000702;TALABARTE Y;0508000702
508000703;ADAPTADOR PARA CAPACETE 3M FGF;0508000703
508000704;LUVA VICSA ANTI CORTE FLEX XG;0508000704
508000705;LUVA VICSA ANTI CORTE FLEX GG;0508000705
508000708;CALCADO SEG BICO COMPOSITE 47;0508000708
508000710;MASCARA DE AUTO ESCURECIMENTO;0508000710
508000716;CALCADO SEG BICO COMPOSITE 48;0508000716
508000722;CALCADO SEG BICO COMPOSITE 49;0508000722
508000723;LUVA VICSA ANTI CORTE FLEX GG;0508000723
508000724;LUVA DE MICROFOAM PIGMENTADA M;0508000724
508000725;LUVA DE MICROFOAM PIGMENTADA P;0508000725
508000726;LUVA DE MICROFOAM PIGMENTADA G;0508000726
508000727;LUVA DE MICROFOAM PIGMENTAD GG;0508000727
508000728;CALCADO SEG PVC CANO MEDIO 40;0508000728
508000729;CALCADO SEG PVC CANO MEDIO 41;0508000729
508000730;CALCADO SEG PVC CANO MEDIO 42;0508000730
508000731;CALCADO SEG PVC CANO MEDIO 43;0508000731
508000732;CALCADO SEG PVC CANO MEDIO 44;0508000732
508000737;CONJ IMPERMEAVEL REFLETIVO GG;0508000737
508000738;CONJ IMPERMEAVEL REFLETIVO��;0508000738
508000739;CONJ IMPERMEAVEL REFLETIVO��;0508000739
508000740;CONJ IMPERMEAVEL REFLETIVO��;0508000740
508000741;CONJ IMPERMEAVEL REFLETIVO���;0508000741
508000745;BOTA NOBUCK COMPOSITE N 36;0508000745
508000746;BOTA NOBUCK COMPOSITE N 42;0508000746
508000747;BOTA NOBUCK COMPOSITE N 43;0508000747
508000748;BOTA NOBUCK COMPOSITE N 37;0508000748
508000749;BOTA NOBUCK COMPOSITE N 40;0508000749
508000750;BOTA NOBUCK COMPOSITE N 41;0508000750
508000751;LUVA DE PROCEDIMENTO G;0508000751
508000754;COLETE REFLETOR SINALIZACAO G;0508000754
508000755;COLETE REFLETOR SINALIZACAO XG;0508000755
508000757;LUVA DE GRAFENO BIOTIC P;0508000757
508000758;LUVA DE GRAFENO BIOTIC M;0508000758
508000760;PROTETOR SOLAR FATOR 60 120ML;0508000760
508000762;BOTA NOBUCK COMPOSITE N 38;0508000762
508000763;BOTA NOBUCK COMPOSITE N 39;0508000763
508000765;LUVA BFORT 12705 NITRILICO P;0508000765
508000766;LUVA BFORT 12705 NITRILICO M;0508000766
508000767;LUVA BFORT 12705 NITRILICO G;0508000767
508000768;LUVA BFORT 12705 NITRILICO XG;0508000768
508000772;MACACAO TAIVEK TAM XG;0508000772
508000774;BOTA NOBUCK COMPOSITE N 44;0508000774
508000776;COLETE REFLET SINALIZACAO XXG;0508000776
508000777;COLETE TIPO X FOSCO PRATA;0508000777
508000797;BOTA NOBUCK COMPOSITE N 35;0508000797
508000798;COLETE REFLETIVO P;0508000798
508000799;BONE CASQUETE;0508000799
508000801;LUVA VAQUETA CANO CURTO 10 CM;0508000801
508000802;LUVA VAQUETA CANO CURTO 11 CM;0508000802
508000804;PROTETOR AURICULAR PLUG M;0508000804
508000805;PROTETOR AURICULAR PLUG G;0508000805
508000806;BUZINA BIKE MARITIMA;0508000806
510000005;PINO TRAVA PARA LONGARINAS;0510000005
510000031;BROCA SDS PLUS 10 X350;0510000031
510000127;CORREIA B 58;0510000127
510000141;ROLO DE FITA AUTO COLANTE ELAS;0510000141
510000147;FILTRO DE AR;0510000147
510000154;DESENGRIPANTE WD COMPLETO;0510000154
510000163;FIO PARA MAQUINA SELADORA;0510000163
510000212;CORREIA BX-67;0510000212
510000218;DESENGRAXANTE SOLUVEL AGUA 5L;0510000218
510000223;PORCA MA 8 SX;0510000223
510000225;CHUMBADOR 3/8X3.3/4;0510000225
510000259;CORREIA B43;0510000259
510000272;PARAFUSO 5/16 X 7/8;0510000272
510000300;AGULHAS PARA LIMPEZA;0510000300
510000314;ROLAMENTO 6204 ZZ - NSK;0510000314
510000333;ROLETE DE SUPORTE PARA CILINDR;0510000333
510000339;OLEO SINTETICO POLIOLESTER;0510000339
510000392;RESISTENCIA DA LAMINA LATERAL;0510000392
510000422;PARAFUSO FLANGEADO;0510000422
510000427;PORCA SEXTAVADA;0510000427
510000437;ESFERA;0510000437
510000438;ANEL TRAVA;0510000438
510000439;PINO CILINDRICO;0510000439
510000443;PARAFUSO CHATA PHS;0510000443
510000444;MOLA PRESSOR;0510000444
510000445;ANEL RETENCAO;0510000445
510000446;MOLA METROCESSO;0510000446
510000448;BATENTE ALAVANCA;0510000448
510000449;FACA SUPERIOR;0510000449
510000450;FACA INFERIOR;0510000450
510000453;MOLA FACA;0510000453
510000454;SUPORTE DEPOSITO D AGUA;0510000454
510000455;PARAFUSO M4;0510000455
510000456;PARAFUSO M5;0510000456
510000485;LUVAS 1. 1/8     90;0510000485
510000502;FITA ISOLANTE 3M SCOTCH;0510000502
510000576;PORCA 3/8;0510000576
510000593;APLICADOR MANUAL;0510000593
510000600;CONECTOR;0510000600
510000694;MOLA TRACAO;0510000694
510000696;MOLA DE TENSAO (SPRING);0510000696
510000699;ENGRENAGEM 42 DENTES;0510000699
510000786;CHAPA INOX CIMA;0510000786
510000787;ROLINHO;0510000787
510000788;PESO;0510000788
510000801;RESERVATORIO DE AGUA;0510000801
510000816;BUCHA DA TAMPA;0510000816
510000820;PE DE BORRACHA;0510000820
510000840;OLEO LUBRIFICANTE;0510000840
510000844;OLEO LUBRIFICANTE CAPELA 68 -;0510000844
510000867;ROLO TRACIONADOR;0510000867
510000874;PISTOLA DE AGUA BOMBA DE LIMPE;0510000874
510000877;GALAO DE OLEO VG 68;0510000877
510000898;PINCEL;0510000898
510000901;ESTEIRA TEFLON;0510000901
510000904;"HELICE 30"" 3P AS 20���EIXO 5""";0510000904
510000912;ESPACADOR;0510000912
510000913;SUPORTE COMPLETO;0510000913
510000919;DEPOSITO LATERAL DE AGUA;0510000919
510000921;SUPORTE TRASEIRO DEPOSITO;0510000921
510000927;ARRUELA;0510000927
510000934;TRAVA;0510000934
510000940;ROLETE GUIA PARA ESTEIRA;0510000940
510000941;ROLETE DE TRACAO PARA ESTEIRA;0510000941
510000977;SAPATA P/ ESTRUTURA DO ARMAZEM;0510000977
510000986;SAPATA ESTRUTURA DE ACO;0510000986
510000993;ELEMENTO FILTRO AR FS220;0510000993
510000995;MANGUEIRA 3.1;0510000995
510001019;KIT PIGNONE FOLLE TUNNEL 50;0510001019
510001020;ALBERO RINVIO NASTRO TUN 50 ME;0510001020
510001021;SUPPORTO SBPFL 201 2RS T200X;0510001021
510001022;DISTANZIALE SUPPORTO NASTRO TU;0510001022
510001023;KIT PIGNONE LINGUETA VITE STEI;0510001023
510001024;CARTER PROTEZ USCITA NASTRO TU;0510001024
510001025;KIT PIGNONE LINGUETA;0510001025
510001026;ALBERO MOT NASTRO TRASP T50 ME;0510001026
510001061;PARAFUSO SEXT. SOBERBA 1/4''X4;0510001061
510001130;CABO DE REDE CAT5 AZUL FURUKAW;0510001130
510001137;TOMADA PLUG 10AH;0510001137
510001143;ESCOVA CARVAO 326 FURADEIRA;0510001143
510001150;PONTEIRA;0510001150
510001151;PILHA ALCALINA AAA PALITO - KI;0510001151
510001174;MANIPULO PLASTICO 45 ROSCA M4;0510001174
510001175;MANIPULO PLASTICO 45 ROSCA M6;0510001175
510001195;ESCOVA MANUAL C/ CERDAS DE ACO;0510001195
510001196;BATERIA ZEBRA COLETOR MC33;0510001196
510001199;GAIOLA METALICA;0510001199
510001200;CABO PP 3X2,50MM;0510001200
510001201;ABRACADEIRA DE NYLON 30CM;0510001201
510001202;FIBRA MULTIMODO;0510001202
510001203;PARAFUSO DRYWALL 3,5 X 45MM;0510001203
510001204;MASSA CORRIDA;0510001204
510001205;TELHA DE ZINCO TRAPEZOIDAL;0510001205
510001206;BARRA DE FERRO QUADRADA 40X40;0510001206
510001207;PLACA DE DRYWALL;0510001207
510001208;PARAFUSO AUTO BROCA 12 X 1 ZIN;0510001208
510001221;BARRA DE VEDACAO LONGA PARADA;0510001221
510001222;BARRA DE VEDACAO CURTA PARADA;0510001222
510001223;RESISTENCIA BARRA SELAGEM LONG;0510001223
510001224;RESISTENCIA BARRA SELAGEM CURT;0510001224
510001225;PLACA BARRA VEDACAO LONGA;0510001225
510001226;PLACA BARRA VEDACAO CURTA;0510001226
510001227;TUBO COMPLETO PARA GERADOR;0510001227
510001235;MANOPLA DE ACIONAMENTO;0510001235
510001236;LIMPA CONTATO SPRAY;0510001236
510001237;BOMBA DE GRAXA MANUAL 400GR;0510001237
510001238;THINNER 5L;0510001238
512000001;PALETE DESCARTAVEL;0512000001
512000007;ESTANTE 5 PRAT. C/ RODIZIOS;0512000007
512000016;PALLET PBR;0512000016
512000019;PALLET PLAST 120 X 100 X 14,5;0512000019
514000018;BUZINA DA ALEGRIA A GAS;0514000018
516000001;INDENIZACAO DE MERCADORIAS;0516000001
615000001;OLEO DE MOTOR 15W40;0615000001
620000025;RETENTOR DO CUBO - EMPILHADEIR;0620000025
620000028;ROLAMENTO DO CUBO PEQUENO - EM;0620000028
620000029;ROLAMENTO DO CUBO GRANDE - EMP;0620000029
620000040;FLANGE EMPILHADEIRA  FMX17;0620000040
620000087;VALVULAS RODOGAS;0620000087
620000100;BOTAO TARTARUGA/AUX/ELEV.FME;0620000100
620000119;CHICOTE DO DESLOCADOR;0620000119
620000199;FLANGE;0620000199
620000216;ESTOJO RODA EGV IR0009128908;0620000216
620000220;FILTRO OLEO MOTOR NR1520801B0B;0620000220
620000227;PORCA NR000053044;0620000227
620000243;ROLAMENTO RODA CARGA;0620000243
620000246;CONTRA PINO NR0000579012;0620000246
620000274;PINO ELASTICO NR0000570032;0620000274
620000411;GIROFLEX EMPILHADEIRA;0620000411
620000463;ROLAMENTO RODA 8415892;0620000463
620000466;PINO NR0002301736;0620000466
620000475;AGUA DESMINERALIZADA P/ EMP;0620000475
620000486;FILTRO DE AR SECUNDARIO;0620000486
620000487;FILTRO DE AR PRIMARIO;0620000487
620000508;CAPA PROTETORA NR0002317769;0620000508
620000510;CONJUNTO DO FILTRO DE OLEO;0620000510
620000520;SINALIZADOR NR0002316796;0620000520
620000527;RECONDICIONADOR CILINDRO DE EL;0620000527
620000533;RECONDICIONADOR RODA DE TRACAO;0620000533
620000597;BATERIA 48V EMPILHADEIRA FMX17;0620000597
620000662;BATERIA TRAC 24V 228AH;0620000662
620000666;INTERRUPTOR 1514960300;0620000666
620000669;INTERRUPTOR 1514960300;0620000669
620000689;MANGUEIRA ELEVACAO 2053564300;0620000689
620000706;BATERIA 12V;0620000706
620000721;ARRUELA RC17;0620000721
620000760;CINTO SEGURANCA RETRATIL EMPIL;0620000760
620000782;OLEO DE MOTOR  20W50;0620000782
620000805;ANEL DE VEDACAO  RANHURADO;0620000805
620000830;CARREGADOR DE BATERIA KM48/100;0620000830
620000850;PARAFUSO PRISIONEIRO;0620000850
620000854;ALAVANCA DE COMANDO;0620000854
620000871;TAMPA PLASTICA P EMPILHADEIRA;0620000871
620000877;RECONDICIONAMENTO RODA TRACAO;0620000877
620000889;PARAFUSO 400282;0620000889
620000894;CABO COM TOMADA COMPLETO;0620000894
620000896;ELEMENTO TSF 135-4;0620000896
620000921;OLEO HIDRAULICO ATF;0620000921
620000963;FITA ISOLANTE;0620000963
620000983;PRISIONEIRO FIXACAO DE RODA;0620000983
620001017;MOLA 2315771;0620001017
620001034;JUNTA CABECOTE 2318694;0620001034
620001035;JOGO JUNTA MOTOR  2318695;0620001035
620001049;PORCA;0620001049
620001070;ARRUELA  AJUSTE;0620001070
620001081;PLACA RETIFICADORA 23124FF110;0620001081
620001082;CABO ACELERADOR 2321829;0620001082
620001083;CABO ACIONADOR 2317850;0620001083
620001115;EIXO DO ACELERADOR COMPLETO;0620001115
620001116;PARAFUSO;0620001116
620001132;FILTRO D OLEO HIDRAULICO P F/M;0620001132
620001159;VALVULA DE ADMISSAO;0620001159
620001160;VALVULA DE ESCAPE;0620001160
620001233;CILINDRO HIDRAULICO;0620001233
620001242;BATERIA 48 VOLTS 608 AMP/HORA,;0620001242
620001249;COOLER RESFRIAMENTO MODULO;0620001249
620001263;RESINA MISTA DEION RM1 P/ DEON;0620001263
620001264;ELEMENTO FILTRANTE CARBON BLOC;0620001264
620001282;CORREIA VENTILADOR 0211721521;0620001282
620001310;ELEMENTO 608AH RECONDICIONADO;0620001310
620001323;FAROL LED;0620001323
620001347;CONECTOR BATERIAR SB350 600V 3;0620001347
620001379;JUNTA BOMBA DECARGA EMP, 2035T;0620001379
620001418;ARRUELAS COD:0620126;0620001418
620001488;FUSIVEL 325A;0620001488
620001507;RETENTOR DE RODA;0620001507
620001511;FLEXIVEL GAS 1000M;0620001511
620001512;PARAFUSO FIXACAO AMORTECEDOR;0620001512
620001513;PRISIONEIRO CUBO EIXO TRASEI;0620001513
620001514;PINO DA MANGUEIRA EIXO;0620001514
620001515;PINO MANGUEIRA EIXO;0620001515
620001516;FILTRO GAS GLP;0620001516
620001517;FLEXIVEL DA TAMPA DO FILTRO;0620001517
620001518;PINO DA MANGA EIXO;0620001518
620001519;ROLAMENTO DA DIRECAO;0620001519
620001520;RETENTOR DO EIXO TRASEIRO;0620001520
620001521;ROLAMENTO DA MANGA DE EIXO;0620001521
620001522;RETENTOR DA ARTICULACAO;0620001522
620001523;BICO GRAXEIRO;0620001523
620001524;CALCO EIXO TRASEIR;0620001524
620001554;COXIM DO MASTRO COD: 136060;0620001554
620001555;MOLA DO CABO DO ACELERADOR;0620001555
620001566;SENSOR DE DIRECAO;0620001566
620001568;SENSOR INDUTIVO I;0620001568
620001569;SENSOR INDUTIVO II;0620001569
620001570;MICROVENTILADOR DO MOTOR;0620001570
620001571;SENSOR DE PRESSAO;0620001571
620001572;PEDAL;0620001572
620001573;CONJ PEDAL ACELERADOR;0620001573
620001574;CABO DE ACO SENSOR ���ALTIMET;0620001574
620001594;VIDRO PARA EMPILHADEIRA;0620001594
620001601;ESPACADOR 2320908;0620001601
620001640;ARRUELA TRAVA 2313557;0620001640
620001641;ETILENO GLICOL ANTICOR G40;0620001641
620001642;OTIMIZADOR COMB 200ML;0620001642
801000002;COMBUSTIVEL ETANOL;0801000002
801000003;COMBUSTIVEL GASOLINA;0801000003
801000004;COMBUSTIVEL OLEO DIESEL P/;0801000004
801000007;OLEO DIESEL B5 S-500;0801000007
801000008;COMBUSTIVEL GASOLINA ADITIVADA;0801000008
801000010;OLEO DIESEL BS10;0801000010
801000011;OLEO DIESEL B S10;0801000011
802000001;GAS DE EMPILHADEIRA GLP P20;0802000001
902000004;CADEIRA GIRATORIA ESCRITORIO;0902000004
902000008;MESA EM L;0902000008
902000015;CADEIRA POLIPROPILENO;0902000015
902000018;AR CONDICIONADO 18000 BTUS;0902000018
902000042;ARQUIVO EM ACO;0902000042
902000054;GAVETEIRO FIXO C/ 2 GAVETAS;0902000054
902000056;MESA DE REUNIAO REDONDA;0902000056
902000066;UNIDADE CONDENSADORA EXTERNA;0902000066
902000071;ASSENTO;0902000071
902000085;MESA RETA;0902000085
902000089;AR CONDICIONADO SPLIT 9000 BTU;0902000089
902000090;AR CONDICIONADO 12000 BTU;0902000090
902000092;CADEIRA GIRATORIA;0902000092
902000110;ARMARIO ROUPEIRO DE ACO 16;0902000110
902000113;REFRIGERADOR 239 L 1 PORTA;0902000113
902000122;EVAPORADOR 12.000 BTUS;0902000122
902000124;EVAPORADOR 24000 BTUS;0902000124
902000151;MESA REFEITORIO P/ 6 LUGARES;0902000151
902000158;GAVETEIRO MDF;0902000158
902000172;GELADEIRA;0902000172
902000174;MICROONDAS 20L MIDEA LIVA / BR;0902000174
902000175;ARMARIO ALTO 2 PORTAS;0902000175
902000191;REFRIGERADOR EXP VERTICAL 572L;0902000191
902000211;BEBEDOURO INDUSTRIAL 100LT;0902000211
902000217;BEBEDOURO INDUSTRIAL 50L 220V;0902000217
902000227;REFRIGERADOR 1 PORTA 261LT;0902000227
902000237;CADEIRA DE ESCRITORIO;0902000237
902000239;CONDENSADORA;0902000239
902000240;CONDENSADOR 9000 BTUS;0902000240
902000241;MESA DE ESCRITORIO;0902000241
902000243;REFRIGERADOR CONSUL 415L CRD46;0902000243
902000254;CAIXA DE SOM 15 POLEGADA 800;0902000254
902000259;FRIGOBAR;0902000259
902000260;"TV SMART 50""";0902000260
902000264;CONDENSADOR 18.000 BTUS;0902000264
902000269;CONDENSADOR 9000 BTUS;0902000269
902000270;UNIDADE INTERNA  AR-CONDICIONA;0902000270
902000271;UNIDADE EXTERNA AR-CONDICIONAD;0902000271
902000290;BOTIJA DE 410 A;0902000290
902000320;UNIDADE INTERNA SPLIT 9000 BTU;0902000320
902000321;UNIDADE EXTERNA SPLIT 9000 BTU;0902000321
902000340;QUADRO AVISO PS 2,00X1,00;0902000340
902000357;SOFA PALLET;0902000357
902000379;SMART TV SAMSUNG 60 POLEGADAS;0902000379
902000381;BEBEDOURO INDUSTRIAL 25 L;0902000381
902000382;KIT MANGUEIRA BEBEOURO INDUST;0902000382
902000395;SOFA LE CORBUSTER;0902000395
902000408;KIT INSTALACAO BEBEDOURO PRESS;0902000408
903000006;MODULO PARA SWITCH CISCO BASE;0903000006
903000017;LEITOR DE CODIGO DE BARRA;0903000017
903000020;PROJETOR;0903000020
903000030;ACCESS POINT WIRELESS - ATIVO;0903000030
903000036;EQUIP. PROCESSAMENTO DE DADOS;0903000036
903000138;HP X120 1G SFP LC SX TRANSCEIV;0903000138
903000141;HPE ARUBA ION 1930 48G 4SFP+ ARUBA INSTON 1930 48G 4SFP+ 370W;0903000141
903000143;HPE 1920S 24G 2SFP SWITCH;0903000143
903000153;"RACK MINI 19""";0903000153
903000160;PLACA DE GERENCIAMENTO SMARTSLOT NMC3 PARA NOBREAKS;0903000160
903000213;EQUIPAMENTO FIREWALL;0903000213
903000217;PLACA MAE PCWARE IPMH110;0903000217
903000238;SWITCH HPE 2930F 24G GIGABIT;0903000238
903000239;HPE ARUBA ION 10G SFP+ LC SR 300M;0903000239
903000279;CABO FORCA HPE 1.83M 10AC13;0903000279
903000281;HPE 16GB 2RX8 PC4-2933Y-R SMAR;0903000281
903000285;NOBREAK 2200VA;0903000285
903000286;NOBREAK 3000UPV;0903000286
903000299;ROTEADOR WIRELESS;0903000299
903000311;ARUBA INSTANT ON 1930 24G;0903000311
903000317;ACCESS POINT INSTANT;0903000317
903000319;ARUBA AP-505 UNIFIED AP;0903000319
903000320;AP-MNT-DAP MOUNT BRACKET;0903000320
903000342;TABLET SAMSUNG;0903000342
903000356;APC NOBREAK SMART-UPS T RACK 2.2KVA 1980W ENTR 230V E SAIDA 230V;0903000356
903000362;COLETOR DE DADOS MARCA ZEBRA;0903000362
903000385;NOBREAK 1440VA ��� BIVO;0903000385
903000393;SWITCH 8P GIGABIT;0903000393
903000399;HPE ARUBA ION 1930 24G 4SFP+ 370W ARUBA INSTON 1930 24G 4SFP+ 370W;0903000399
903000405;HPE KIT DE MONTAGEM;0903000405
903000411;EQUIPAMENTO FIREWALL 120G;0903000411
903000413;EQUIPAMENTO FIREWALL 40F;0903000413
903000417;HPE DL360 GEN11 2P XEON 4416+8;0903000417
903000418;HPE 32GB PC5-4800B-R SMART;0903000418
903000419;HPE 2.4TB SAS 10K SFF HDD;0903000419
903000420;HP MSL2024 0-DRIVE TAPE LIBRAR;0903000420
903000421;HP MSL2024 DRIVE KIT LTO-7 ULT;0903000421
903000422;HPE SMART ARRAY E208E-P SR GEN;0903000422
903000423;HP EXT 2.0M MINISAS HD TO MINI;0903000423
903000431;FORTIGATE-100F;0903000431
903000432;10GE SFP+ TRANSCEIVER MODULE;0903000432
903000441;TOTEM PARA TABLET;0903000441
904000037;TRANSPALETEIRA ELETRICA;0904000037
904000046;CHAVE IMPACTO 1/2 T 400W 0-200;0904000046
904000060;AUTOTRANSF TRIFASICO SECO 10KV;0904000060
904000095;LAVADORA DE ALTA PRESSAO 220V;0904000095
904000112;SELADORA CONJULGADA MANUAL;0904000112
904000358;SISTEMA OSMOSE REVERSA DEIONIZ;0904000358
904000509;TALHA 4 MOVIMENTOS;0904000509
904000516;MICROFONE;0904000516
904000584;DISPENSADOR DE FITA GOMADA MAN;0904000584
904000623;LAVADORA/SECADORA PISO BD50/50;0904000623
904000641;CANTEADEIRA MANUAL;0904000641
904000642;FACA CANTO REDONDO;0904000642
904000663;TERMINAL RECONHECIMENTO FACIAL;0904000663
904000664;SUPORTE UNIVERSAL;0904000664
904000665;ROTEADOR 4G WIFI;0904000665
904000666;REGULADOR TENSAO 12V 3A;0904000666
904000667;REGULADOR TENSAO 5V 5A;0904000667
904000668;REGULADOR TENSAO 9V 5A;0904000668
904000669;KIT DE INSTALACAO ACESSO;0904000669
904000670;KIT DE INSTALACAO RASTREADOR;0904000670
904000671;FECHADURA CONTROLADOR MAGNETIC;0904000671
905000001;BATERIA 12V 7AH PARA ALARME;0905000001
905000023;FONTE DE ALIMENTACAO AUXILIAR;0905000023
905000027;CAMERA INFRA VERMELHO;0905000027
905000033;CAMERA VIP;0905000033
905000035;CONTROLE DE ACESSO CONTROL ID FACIAL;0905000035
905000037;CENTRAL DE ALARME KX80;0905000037
905000041;CAIXA 10/10;0905000041
905000044;GRAVADORA DIG DE VIDEO;0905000044
905000045;HD INTELBRAS;0905000045
905000051;SWITCH 24P POE  GER. GIGA ETHE;0905000051
905000053;ELETRODUTO GALVANIZADO  3/4;0905000053
905000058;CONDULETE MULITPLO 3/4;0905000058
905000060;UNIDUT MULTIPLO 3/4;0905000060
905000063;RACK 8UX370;0905000063
905000066;CABO DE REDE BLINDADO CAT 5;0905000066
905000076;CATRACA ELETRONICA FEG500;0905000076
905000077;ACIONADOR EMERGENCIA REARMAVEL;0905000077
905000079;WEB HD PRO C920;0905000079
905000080;LEITOR BIOMETRICO IDBIO;0905000080
905000081;NOBREAK SENODIAL SNB 1000VA BI;0905000081
905000083;SIRENE S/FIO XSS8000;0905000083
905000084;MODULO CENTRAL DE ALARME GSM;0905000084
